Age,Gender,Marital_Status,Education,Location,Monthly_Income,Credit_Score,Existing_Loans,Bank_Balance,Monthly_Expense,Loan_Amount,Loan_Tenure,Interest_Rate,EMI,Missed_EMI,Credit_Inquiries,Online_Engagement_Score,Past_Application_Status,Loan_Status
53,Male,Married,Master,Rural,50236,762,1,75480,30127,440304,12,7.729608731,39528.14804,4,0,58,Approved,0
60,Male,Single,Master,Semi-Urban,87698,480,3,177864,22773,1891593,48,8.986501542,53573.85701,2,,28,,0
59,Male,Single,Bachelor,Urban,42921,473,2,353409,94327,91680,36,11.82604792,3450.176727,0,,91,,0
38,Male,Married,High School,Urban,53719,680,3,418419,69258,818168,36,7.017370242,27511.3787,4,5,15,Approved,0
60,Female,Married,High School,Rural,132497,633,1,467163,91368,493764,24,8.171265647,23935.73068,4,,16,Approved,0
21,Female,Married,Bachelor,Semi-Urban,22667,622,2,,47737,132448,48,10.37799691,3904.787446,4,,93,Approved,0
31,Female,Married,High School,Urban,62568,800,1,401657,62420,1048963,12,12.8837003,98675.68743,3,5,16,Approved,0
48,Male,Single,High School,Urban,48309,785,0,291259,10284,665946,60,13.81046108,18763.28443,,1,53,Approved,1
45,Male,Single,Bachelor,Semi-Urban,114985,497,3,239082,49678,1708854,24,11.96529422,88241.36741,2,,23,,0
43,Male,Single,Bachelor,Urban,104563,846,2,330690,80845,1490815,12,7.981447814,134150.3018,3,8,41,Approved,0
51,Female,Single,High School,Semi-Urban,50099,575,4,88213,47664,721262,12,7.865294712,64832.61516,0,,71,,0
50,Female,Divorced,Master,Semi-Urban,68946,355,2,350122,30987,374540,12,10.89428944,34611.95597,0,,46,,0
62,Female,Married,Master,Urban,99450,407,2,333194,75102,595911,48,13.0573381,18898.98867,1,,75,,0
55,Male,Single,Bachelor,Semi-Urban,131604,302,2,10823,70283,1103432,12,7.728530427,99059.25649,0,,89,,0
27,Male,Single,High School,Rural,105093,361,4,61158,81994,508284,60,8.820899328,12207.66833,3,,69,,0
36,Male,Single,Master,Urban,48937,872,2,80248,17965,1061102,60,10.1450203,26655.78444,2,5,21,Rejected,0
46,Female,Married,Bachelor,Urban,147058,778,3,364462,70418,229967,36,11.8984461,8668.180517,4,3,47,Approved,0
22,Male,Single,High School,Semi-Urban,82376,328,2,114028,32740,544399,24,12.89072174,28531.37169,3,,12,,0
21,Male,Single,Bachelor,Urban,85245,721,1,322663,16428,1595734,60,11.26532066,41575.946,0,6,10,Approved,1
32,Male,Married,Bachelor,Rural,74991,639,2,95438,97794,684163,48,10.30013351,20125.87104,3,,44,Approved,0
25,Male,Single,Bachelor,Rural,52039,810,2,480074,67393,1996716,24,7.286596109,95320.88586,3,7,57,Approved,0
57,Female,Single,Bachelor,Rural,148971,898,4,296672,27431,997817,48,9.427150336,28626.66322,4,4,46,Approved,0
52,Female,Single,Bachelor,Urban,89877,769,0,181733,48385,1792397,60,10.04190875,44872.5226,,4,43,Rejected,0
29,Male,Single,Master,Semi-Urban,82724,511,4,238052,17109,1612387,24,7.749451205,77595.38698,1,,83,,0
61,Male,Single,Bachelor,Rural,20810,409,4,,19193,124299,60,10.67413987,3177.304093,1,,2,,0
55,Female,Single,High School,Urban,86546,721,2,327708,17247,1888314,12,11.94435484,176155.0771,1,5,96,Pending,1
39,Female,Married,High School,Urban,74978,667,0,294679,24932,721618,24,12.59280324,37640.07791,,0,83,Approved,0
36,Male,Married,Bachelor,Urban,49847,660,4,239232,54344,869498,60,10.73312748,22268.66073,0,4,36,Rejected,1
23,Female,Married,Bachelor,Rural,33685,690,1,387257,8337,1358401,48,7.980060843,37333.45636,4,8,65,Rejected,0
40,Female,Married,High School,Semi-Urban,60281,541,0,497440,71834,1069956,24,11.45763851,54797.47423,,,60,,0
44,Male,Single,Bachelor,Semi-Urban,32958,663,4,290737,62382,716553,24,8.240248338,34776.85389,3,2,21,Approved,0
53,Female,Married,High School,Semi-Urban,101390,400,2,403422,76340,1314008,24,9.140665027,64759.42248,4,,21,,0
44,Female,Single,Master,Semi-Urban,93725,729,1,448100,51255,1814960,36,8.066378263,62615.6838,3,3,70,Approved,0
31,Female,Single,Master,Urban,103770,708,0,91406,67198,228146,12,7.700935798,20476.28142,,8,78,Approved,0
28,Female,Single,High School,Semi-Urban,21141,761,1,,29805,1188681,24,8.340002714,57789.71064,1,8,70,Approved,0
56,Male,Single,Bachelor,Semi-Urban,147603,554,3,121283,97998,1073897,60,10.25145245,27072.45336,0,,74,,0
58,Female,Divorced,PhD,Semi-Urban,61666,658,4,387125,17247,1874066,48,10.538407,55501.10022,1,0,16,Approved,1
60,Female,Single,High School,Semi-Urban,24030,520,2,,47069,1576230,60,12.03375321,42077.13569,0,,48,,0
40,Male,Single,Master,Semi-Urban,27541,635,3,,16023,1129016,36,7.873014333,38768.85485,1,,85,Approved,0
55,Female,Single,Bachelor,Rural,132768,768,2,78925,68621,1658938,24,9.54318563,82315.37774,4,5,50,Approved,0
45,Male,Single,Bachelor,Urban,117482,449,4,323976,97522,98954,12,13.11370235,9327.544418,2,,85,,0
55,Male,Single,High School,Semi-Urban,122380,385,3,69354,51534,1500388,48,14.05488843,48831.23828,1,,64,,0
45,Female,Single,Master,Semi-Urban,48484,436,0,431782,56810,1209084,36,11.83000074,45505.22051,,,6,,0
49,Female,Single,Bachelor,Rural,40678,642,3,71504,6200,107066,24,13.84825407,5696.647642,0,,95,Pending,0
38,Female,Married,Master,Semi-Urban,102686,779,0,129643,90629,1465586,12,10.14858908,134526.8584,,7,96,Approved,1
38,Female,Single,Master,Urban,76224,591,0,420578,29978,173553,48,7.808247748,4744.974851,,,53,,0
22,Female,Single,Bachelor,Urban,21100,538,2,,99186,1924684,48,12.43425366,60040.92423,1,,93,,0
55,Male,Married,High School,Urban,62430,560,1,58534,34820,1723172,48,12.95861475,54507.68508,2,,72,,0
36,Female,Divorced,High School,Urban,23497,517,1,,59558,784051,48,7.883238756,21485.11353,1,,42,,0
61,Male,Single,High School,Semi-Urban,29886,303,0,,61461,838034,12,8.001593281,75424.17269,,,61,,0
56,Female,Single,Master,Rural,141339,835,4,89853,18853,250645,24,7.014664699,11908.70053,3,9,91,Approved,0
53,Male,Divorced,High School,Semi-Urban,148051,662,1,321685,57062,112755,24,12.03041608,5828.532971,4,1,7,Pending,0
24,Female,Single,Bachelor,Urban,79569,823,1,270687,71207,730298,12,9.821255032,66835.20242,1,8,28,Approved,1
53,Female,Married,Bachelor,Urban,99628,893,4,287434,98226,160462,48,10.42299606,4736.703995,3,8,1,Approved,0
34,Female,Single,Master,Semi-Urban,103392,436,2,493184,20091,1215541,60,7.5054775,27861.69635,4,,77,,0
41,Female,Divorced,Bachelor,Semi-Urban,43664,877,0,199343,75672,378941,48,7.050403166,10121.00986,,4,31,Rejected,0
40,Female,Divorced,PhD,Rural,74507,798,3,260752,16227,1269180,24,9.965093406,63422.08104,3,8,83,Approved,0
28,Male,Married,Master,Rural,75158,465,3,378108,55785,1703502,12,12.45417426,159638.259,3,,20,,0
27,Female,Single,Master,Rural,144069,395,0,259252,23108,518129,48,7.143971548,13878.93653,,,55,,0
23,Female,Single,High School,Urban,99398,888,2,425630,15117,731349,12,7.124503664,65287.83219,2,9,81,Rejected,0
37,Female,Single,High School,Semi-Urban,46464,474,3,265842,55159,718586,48,7.859167312,19676.78134,4,,66,,0
53,Male,Married,High School,Urban,50718,515,1,118301,19684,297598,60,14.53745941,8565.232371,2,,55,,0
32,Female,Divorced,Bachelor,Urban,122697,680,2,60198,73616,1117138,12,13.26313196,105442.1239,2,2,14,Approved,0
42,Male,Single,Master,Urban,32667,804,4,177593,66854,530419,60,9.13924966,12880.00972,0,2,16,Approved,1
42,Female,Married,High School,Urban,85122,667,0,439878,51138,1007747,12,7.821797663,90547.57761,,2,45,Approved,0
50,Male,Single,High School,Urban,118470,537,3,340034,38608,640162,48,7.778659467,17486.37683,4,,39,,0
58,Female,Single,Bachelor,Rural,146505,638,0,375130,93041,1447967,12,9.761295932,132442.2787,,,5,Approved,0
58,Female,Married,High School,Urban,30601,538,4,151335,98577,1838105,60,8.148599447,43116.73449,4,,41,,0
28,Male,Single,Bachelor,Rural,74088,445,3,390213,18669,385520,24,8.836522452,18902.21345,4,,46,,0
47,Female,Single,High School,Rural,39909,663,0,115603,26920,1274832,60,9.870770543,31733.51179,,2,38,Approved,0
47,Male,Single,Bachelor,Rural,139287,365,4,408717,23652,1107095,48,10.58007311,32825.4342,0,,97,,0
54,Female,Married,Bachelor,Rural,107656,773,1,300967,52924,284460,24,7.494765495,13629.13416,2,3,25,Pending,0
41,Female,Married,Bachelor,Semi-Urban,22806,484,4,,9987,1714299,24,14.01536203,91451.22593,4,,95,,0
50,Male,Divorced,High School,Urban,24552,543,2,,31317,1954033,60,7.408008461,44630.1275,3,,85,,0
53,Female,Married,High School,Semi-Urban,102778,363,2,144086,87190,400884,24,14.40791071,21516.75073,2,,67,,0
48,Male,Married,Master,Rural,84809,795,4,441187,91262,1094598,48,9.004232126,31017.4704,3,9,14,Approved,0
53,Male,Single,Master,Rural,127420,802,1,265921,64890,1543130,12,9.013814981,140185.4069,4,1,65,Approved,0
25,Female,Divorced,Bachelor,Rural,139491,608,0,221597,70161,560770,60,14.2133588,15988.18768,,,42,Approved,0
39,Female,Married,Bachelor,Semi-Urban,111800,742,0,322242,17239,83276,48,11.19748904,2511.985081,,9,98,Rejected,1
24,Female,Married,High School,Semi-Urban,144687,840,1,448181,87912,1678426,48,9.234572909,47883.49772,0,6,99,Approved,1
55,Male,Married,Master,Rural,136920,371,3,159206,57315,1811767,12,11.18696812,167870.7331,3,,68,,0
37,Male,Married,Master,Rural,77761,522,4,307600,85806,612033,60,14.85644596,17777.74599,0,,74,,0
64,Female,Single,Bachelor,Urban,127210,525,2,146866,54130,1728358,12,13.84813403,163975.2777,4,,4,,0
48,Male,Single,Master,Semi-Urban,55592,879,2,332170,69791,1244403,12,8.805425995,112831.4988,3,2,66,Approved,0
50,Male,Married,High School,Rural,101570,854,2,247879,67926,1814972,60,7.397723974,41438.41823,4,8,50,Pending,0
49,Male,Married,Bachelor,Urban,49466,668,0,314320,40596,524300,36,13.1794526,20322.21139,,4,47,Approved,0
26,Male,Married,PhD,Rural,65996,840,0,399434,33938,811887,24,7.954792931,39210.61914,,4,10,Approved,0
55,Female,Single,Bachelor,Urban,143002,868,1,337273,80175,710206,36,11.69806071,26651.3052,1,7,99,Approved,1
61,Female,Single,High School,Urban,105228,844,3,115546,20034,427672,60,12.10847841,11443.24765,3,5,47,Approved,0
57,Female,Married,Master,Urban,146395,576,4,137291,74855,515715,36,9.034429599,18208.07572,4,,38,,0
44,Male,Married,High School,Semi-Urban,108050,724,2,331149,98877,397235,60,11.54105802,10441.01015,4,8,74,Approved,0
49,Male,Married,Master,Urban,141435,668,1,330352,95172,1412652,36,11.31247197,52557.48846,1,5,94,Approved,1
51,Male,Single,High School,Urban,29642,428,3,,27873,180698,36,12.59088331,6915.345083,3,,10,,0
55,Male,Divorced,Bachelor,Rural,44636,710,0,16617,73457,491379,48,14.20908681,16055.43489,,0,52,Approved,0
53,Female,Married,Bachelor,Urban,58596,813,2,236386,97751,1226573,24,8.067078981,59352.92606,1,5,97,Approved,1
41,Male,Married,High School,Urban,121263,673,4,50768,33048,1789572,12,11.57860659,166398.2918,2,4,94,Rejected,0
52,Male,Single,Master,Semi-Urban,24187,373,2,,7544,1783123,48,11.36568607,54037.07603,3,,59,,0
43,Female,Single,Master,Urban,111009,885,2,355235,40980,139761,60,11.01421295,3612.147847,1,1,66,Approved,1
53,Female,Married,Bachelor,Rural,130825,713,4,430769,31764,65018,60,10.12893678,1632.436009,0,4,16,Rejected,1
23,Female,Single,High School,Urban,53737,428,1,350303,61974,1881732,12,14.91588205,180200.7438,3,,72,,0
38,Male,Married,Master,Semi-Urban,88114,778,4,421235,17011,975497,48,12.90699161,30815.1305,3,2,13,Pending,0
45,Male,Single,Master,Semi-Urban,75103,782,4,46365,53778,283409,48,12.86035982,8941.638929,1,3,93,Rejected,1
62,Male,Married,Master,Rural,123417,539,0,84037,46728,313860,24,12.86358755,16441.97132,,,3,,0
51,Male,Single,Bachelor,Urban,135475,456,1,286060,55303,1447332,48,7.788600583,39546.65905,3,,74,,0
23,Male,Single,High School,Urban,76121,440,1,497641,74329,906253,48,8.093785198,24992.7851,4,,93,,0
60,Male,Divorced,Master,Rural,29211,598,3,,50435,922281,60,8.326506917,21770.8326,4,,51,,0
44,Female,Married,Master,Semi-Urban,50651,340,3,95484,9267,897167,24,9.752044245,44672.96857,2,,83,,0
52,Male,Single,Bachelor,Semi-Urban,141658,644,0,52259,48065,311044,24,9.935651964,15535.52077,,,27,Approved,0
42,Female,Single,Bachelor,Urban,21653,697,0,,81672,1570009,48,9.063197895,44566.27272,,1,6,Approved,0
43,Female,Divorced,Bachelor,Semi-Urban,117647,340,3,211182,91485,1367048,48,10.81223822,40797.54053,3,,70,,0
22,Female,Single,Master,Urban,86796,750,3,435225,45129,1675546,12,12.94518746,157704.0476,3,3,36,Rejected,0
47,Male,Married,Master,Urban,146642,737,1,239209,23013,1932176,48,8.850530012,54504.31806,0,5,96,Pending,1
62,Male,Single,Master,Semi-Urban,23362,857,3,,77372,1212301,36,8.358207662,42118.91403,1,7,65,Rejected,0
22,Female,Married,Bachelor,Rural,25480,504,4,,91865,919901,60,14.52891071,26469.31625,1,,90,,0
46,Male,Married,Bachelor,Urban,117417,807,2,78499,46152,1584804,36,8.166009205,54806.93671,4,5,61,Rejected,0
37,Male,Married,Master,Urban,112783,709,4,369352,94727,1684279,24,14.61231575,90687.6388,1,7,29,Approved,1
60,Female,Single,High School,Urban,112401,485,3,136410,15873,1557435,60,12.51963475,42206.01446,3,,90,,0
53,Male,Married,Bachelor,Semi-Urban,106307,430,2,24089,84305,1891410,36,12.06847382,71561.19339,0,,48,,0
29,Male,Single,Bachelor,Semi-Urban,79828,578,0,168151,52758,726820,48,13.49426661,23315.33571,,,34,,0
63,Male,Divorced,Master,Urban,52631,303,3,369773,86868,271444,36,7.557970032,9249.749126,2,,88,,0
59,Male,Single,High School,Rural,110871,338,3,112395,28613,912633,36,8.246337304,31622.48296,0,,35,,0
49,Female,Married,High School,Urban,121429,757,0,6117,26463,1231361,48,7.617011561,33469.42998,,9,65,Rejected,1
62,Female,Single,High School,Urban,26671,845,3,,55346,191287,60,12.71053843,5214.250638,4,1,14,Approved,0
46,Male,Married,Bachelor,Urban,122449,515,2,355416,49029,222495,12,7.527625291,19936.96582,2,,87,,0
55,Male,Single,High School,Urban,145721,419,0,375071,82087,234638,48,7.010670443,6259.099743,,,79,,0
45,Male,Single,Bachelor,Urban,31038,580,0,28563,86698,1089970,48,7.816082139,29807.12087,,,80,,0
44,Female,Single,Master,Urban,42716,570,1,88402,80062,834621,60,7.822785972,19351.23454,3,,54,,0
33,Male,Single,Bachelor,Semi-Urban,68041,428,3,75886,56214,589265,24,7.341815317,28157.93734,2,,12,,0
27,Male,Single,High School,Urban,97312,675,1,296295,9769,1994138,48,10.19751339,58490.58246,2,7,82,Approved,0
56,Female,Single,Master,Urban,128502,614,2,281168,79726,1574806,12,13.91477932,149494.7316,0,,5,Pending,0
40,Male,Married,Bachelor,Urban,75977,441,2,56594,51161,1416659,12,12.93718847,133327.9037,3,,77,,0
21,Female,Single,High School,Urban,39632,404,0,110679,37866,1012875,48,13.06615287,32130.21215,,,3,,0
28,Male,Married,Bachelor,Urban,100090,803,1,102673,18078,232053,48,7.379937891,6261.55144,1,2,43,Rejected,1
36,Female,Single,Master,Urban,112818,352,3,339222,64254,326871,48,12.04939354,10091.97693,2,,39,,0
34,Male,Married,Master,Rural,43247,543,2,362180,60711,279595,48,9.922825376,8136.872801,1,,39,,0
32,Male,Single,Bachelor,Semi-Urban,123679,693,1,87654,79417,1932936,24,14.85729915,104470.8403,0,5,44,Pending,1
43,Female,Divorced,High School,Semi-Urban,31064,470,0,82714,16057,996995,48,8.653354136,27960.18817,,,48,,0
35,Female,Married,Master,Rural,149381,445,4,269124,56154,127154,60,8.739834812,3045.320796,2,,78,,0
48,Female,Single,Bachelor,Semi-Urban,100519,878,0,222923,14564,1256345,60,7.966361656,29279.49886,,6,53,Approved,1
54,Female,Married,Master,Semi-Urban,22237,614,0,,87343,696083,24,11.83322314,35867.54622,,,73,Rejected,0
22,Female,Single,Bachelor,Semi-Urban,25967,631,1,,86707,1566923,36,11.0814688,57995.47917,0,,48,Approved,0
52,Male,Married,High School,Semi-Urban,54251,663,4,40307,44435,1495613,24,9.23173297,73823.12487,4,5,98,Rejected,0
43,Female,Single,High School,Rural,41512,578,3,203589,85917,276146,48,11.85986284,8482.253071,3,,21,,0
42,Female,Single,High School,Urban,59791,385,0,312298,64050,282028,36,10.84489226,10382.91384,,,43,,0
45,Female,Single,High School,Urban,82214,758,0,300619,67670,314268,36,11.27416899,11682.25878,,0,44,Approved,0
42,Female,Married,High School,Urban,33991,476,4,472793,63964,1947872,12,9.34839362,177497.2285,0,,33,,0
42,Male,Single,Bachelor,Rural,78355,695,3,23510,88324,89442,60,11.96990559,2382.876913,4,5,68,Approved,0
62,Male,Married,Bachelor,Urban,115716,516,0,23422,59370,460162,24,14.24973643,24637.73935,,,31,,0
26,Male,Married,Bachelor,Rural,33500,899,0,100936,98417,1596953,24,8.225180024,77485.72993,,6,54,Approved,0
35,Male,Single,Bachelor,Urban,125494,870,1,150781,73935,492138,24,7.169791546,23446.18906,4,0,35,Approved,0
63,Male,Married,Master,Urban,85832,608,1,288893,62315,1391514,48,13.81575382,45010.55405,1,,17,Rejected,0
57,Female,Married,Master,Urban,132967,623,2,315143,97110,1739077,48,13.3829923,55625.81591,0,,83,Approved,0
53,Male,Divorced,High School,Semi-Urban,101558,656,1,460058,77856,864734,12,8.957483624,78516.03387,3,6,59,Approved,0
28,Male,Married,Bachelor,Semi-Urban,106995,840,3,392937,11834,1011027,24,13.61703377,53598.78234,0,3,93,Pending,1
64,Female,Married,High School,Urban,21775,302,2,,48323,375885,36,12.43150617,14335.26391,2,,43,,0
64,Female,Married,High School,Semi-Urban,101930,388,1,136550,52268,953639,60,13.3859382,26531.77727,2,,97,,0
25,Male,Single,Bachelor,Urban,76320,666,4,217154,98209,1081144,48,14.30753043,35414.25057,3,0,34,Approved,0
59,Male,Single,Bachelor,Semi-Urban,80592,720,1,336089,63411,451727,36,10.01747174,16318.94094,1,7,67,Rejected,1
24,Female,Single,Master,Semi-Urban,147787,362,1,79191,95422,150611,12,13.42962128,14236.45724,2,,87,,0
26,Male,Single,Bachelor,Rural,82788,578,1,408290,18489,1183444,24,12.70265092,61837.56335,1,,65,,0
52,Female,Single,High School,Rural,39597,732,0,463704,16550,1840235,12,11.63871346,171201.2232,,0,46,Approved,0
50,Female,Divorced,Master,Urban,30758,385,4,394138,35405,1198676,36,14.51472001,47795.26099,2,,20,,0
55,Male,Single,High School,Urban,90778,376,2,309883,26373,596975,12,12.30575208,55869.77196,1,,93,,0
60,Male,Married,High School,Rural,122843,705,0,482334,78112,571253,48,11.69265259,17467.32323,,3,20,Approved,0
36,Male,Married,High School,Urban,48183,668,4,165489,48067,1839800,36,11.65702208,68977.71324,3,0,48,Pending,0
33,Female,Single,PhD,Urban,116998,544,2,231474,77837,1818460,36,11.81347846,68414.72614,0,,9,,0
62,Female,Single,Bachelor,Urban,29091,847,1,,43290,308164,60,14.17336975,8775.835264,3,4,70,Rejected,0
50,Male,Married,Bachelor,Urban,107278,693,0,268118,57420,480106,60,9.279839351,11714.52213,,9,16,Approved,1
39,Male,Married,Master,Semi-Urban,108218,419,2,158094,69442,948409,48,12.65765146,29762.37963,2,,90,,0
37,Male,Divorced,Bachelor,Urban,31197,332,1,445365,68413,1954054,48,8.646838893,54789.78344,4,,61,,0
39,Female,Single,Master,Rural,127526,678,0,335584,18828,76257,48,9.133067168,2169.071086,,8,6,Rejected,0
48,Female,Married,Bachelor,Semi-Urban,32725,330,2,276533,53048,1474869,12,12.23881109,137947.9526,0,,52,,0
46,Female,Single,PhD,Semi-Urban,60407,766,2,35680,31899,649901,60,11.13956951,16864.6978,3,0,48,Approved,0
57,Male,Married,Master,Urban,111592,733,0,346662,73205,362224,36,14.24271398,14360.98847,,5,20,Approved,1
46,Female,Married,Bachelor,Urban,27616,418,0,,88916,1671741,24,12.28632611,86772.17091,,,62,,0
43,Female,Single,Bachelor,Semi-Urban,62721,377,2,488723,56144,1711737,24,10.23878734,85927.46761,3,,50,,0
29,Male,Single,Master,Semi-Urban,26759,622,3,,65795,127024,12,8.07889656,11440.51146,3,,74,Approved,0
32,Female,Single,Bachelor,Semi-Urban,115070,461,1,409083,9429,1635712,24,7.667799858,78606.59353,4,,79,,0
21,Male,Single,Bachelor,Urban,94342,350,2,260253,64788,1729165,12,10.97616363,159913.415,4,,99,,0
21,Female,Married,Master,Semi-Urban,99702,766,0,276424,50166,1806625,48,11.61142123,55119.25739,,2,12,Rejected,0
54,Male,Single,Bachelor,Semi-Urban,43490,517,2,434852,64183,913421,60,10.86537298,23494.23321,3,,10,,0
52,Male,Married,High School,Semi-Urban,147078,695,0,275276,72262,741924,48,10.46778111,21928.66503,,3,45,Approved,0
45,Female,Single,Bachelor,Semi-Urban,131251,389,1,138330,36825,327500,12,11.35808041,30391.47611,0,,16,,0
60,Male,Married,Bachelor,Rural,111321,429,0,442717,77785,1029052,36,10.30691512,37423.40412,,,31,,0
21,Female,Married,High School,Semi-Urban,24783,311,0,,57906,625340,36,7.50666284,21282.40267,,,85,,0
